date,category,amount,type,signed_amount
2021-11-17,Health & Fitness,1686.63,Expense,-1686.63
2021-11-18,Food & Drink,171.63,Expense,-171.63
2021-11-18,Travel,1305.75,Expense,-1305.75
2021-11-19,Shopping,1240.04,Expense,-1240.04
2021-11-21,Other,2974.0,Income,2974.0
2021-11-21,Shopping,601.89,Expense,-601.89
2021-11-21,Investment,1794.0,Income,1794.0
2021-11-23,Salary,934.24,Expense,-934.24
2021-11-26,Utilities,632.04,Expense,-632.04
2021-11-27,Health & Fitness,1950.99,Expense,-1950.99
2021-11-28,Other,4718.0,Income,3466.7799999999997
2021-12-01,Health & Fitness,491.06,Expense,-491.06
2021-12-02,Other,2530.0,Income,2530.0
2021-12-03,Investment,2877.0,Income,2877.0
2021-12-03,Shopping,504.06,Expense,-504.06
2021-12-08,Utilities,1628.82,Expense,-1628.82
2021-12-09,Health & Fitness,387.77,Expense,-387.77
2021-12-09,Other,4585.0,Income,3466.7799999999997
2021-12-11,Salary,56.12,Expense,-56.12
2021-12-12,Salary,1933.71,Expense,-1933.71
2021-12-13,Health & Fitness,106.83,Expense,-106.83
2021-12-13,Salary,578.64,Expense,-578.64
2021-12-15,Investment,4030.0,Income,3466.7799999999997
2021-12-15,Other,3496.0,Income,3466.7799999999997
2021-12-16,Health & Fitness,100.03,Expense,-100.03
2021-12-19,Investment,3469.0,Income,3466.7799999999997
2021-12-20,Rent,778.83,Expense,-778.83
2021-12-20,Travel,1652.37,Expense,-1652.37
2021-12-23,Rent,266.04,Expense,-266.04
2021-12-24,Other,3277.0,Income,3277.0
2021-12-26,Health & Fitness,1512.38,Expense,-1512.38
2021-12-28,Other,4596.0,Income,3466.7799999999997
2021-12-31,Investment,1622.0,Income,1622.0
2022-01-01,Salary,1043.47,Expense,-1043.47
2022-01-03,Investment,3186.0,Income,3186.0
2022-01-03,Health & Fitness,333.38,Expense,-333.38
2022-01-03,Travel,1191.51,Expense,-1191.51
2022-01-04,Salary,1420.39,Expense,-1420.39
2022-01-05,Food & Drink,743.03,Expense,-743.03
2022-01-06,Shopping,1171.57,Expense,-1171.57
2022-01-08,Food & Drink,1197.85,Expense,-1197.85
2022-01-09,Entertainment,1445.59,Expense,-1445.59
2022-01-13,Utilities,1053.22,Expense,-1053.22
2022-01-13,Shopping,304.07,Expense,-304.07
2022-01-14,Food & Drink,1149.41,Expense,-1149.41
2022-01-16,Entertainment,47.69,Expense,-47.69
2022-01-16,Utilities,831.79,Expense,-831.79
2022-01-18,Salary,1746.91,Expense,-1746.91
2022-01-18,Food & Drink,1414.49,Expense,-1414.49
2022-01-21,Health & Fitness,1996.26,Expense,-1996.26
2022-01-21,Shopping,634.37,Expense,-634.37
2022-01-22,Other,4975.0,Income,3466.7799999999997
2022-01-23,Travel,1224.05,Expense,-1224.05
2022-01-24,Investment,2785.0,Income,2785.0
2022-01-28,Entertainment,1883.56,Expense,-1883.56
2022-02-01,Travel,1412.75,Expense,-1412.75
2022-02-02,Salary,640.91,Expense,-640.91
2022-02-05,Travel,582.7,Expense,-582.7
2022-02-05,Shopping,1792.56,Expense,-1792.56
2022-02-06,Health & Fitness,1909.67,Expense,-1909.67
2022-02-08,Travel,93.71,Expense,-93.71
2022-02-08,Rent,699.26,Expense,-699.26
2022-02-09,Travel,1497.2,Expense,-1497.2
2022-02-10,Travel,1866.72,Expense,-1866.72
2022-02-10,Utilities,227.36,Expense,-227.36
2022-02-10,Entertainment,492.49,Expense,-492.49
2022-02-10,Entertainment,1279.51,Expense,-1279.51
2022-02-11,Other,3205.0,Income,3205.0
2022-02-14,Rent,1365.57,Expense,-1365.57
2022-02-17,Investment,3833.0,Income,3466.7799999999997
2022-02-17,Salary,960.12,Expense,-960.12
2022-02-17,Other,3131.0,Income,3131.0
2022-02-17,Food & Drink,1816.79,Expense,-1816.79
2022-02-18,Investment,4883.0,Income,3466.7799999999997
2022-02-21,Food & Drink,1827.33,Expense,-1827.33
2022-02-22,Investment,797.0,Income,797.0
2022-02-22,Shopping,1578.04,Expense,-1578.04
2022-02-25,Other,806.0,Income,806.0
2022-02-27,Investment,3244.0,Income,3244.0
2022-03-01,Salary,1779.63,Expense,-1779.63
2022-03-02,Other,2735.0,Income,2735.0
2022-03-04,Investment,3208.0,Income,3208.0
2022-03-05,Other,2607.0,Income,2607.0
2022-03-07,Food & Drink,1475.87,Expense,-1475.87
2022-03-07,Entertainment,359.23,Expense,-359.23
2022-03-12,Shopping,1655.71,Expense,-1655.71
2022-03-14,Rent,807.66,Expense,-807.66
2022-03-17,Investment,4411.0,Income,3466.7799999999997
2022-03-17,Entertainment,23.59,Expense,-23.59
2022-03-18,Salary,1509.98,Expense,-1509.98
2022-03-18,Travel,1169.1,Expense,-1169.1
2022-03-18,Travel,1310.83,Expense,-1310.83
2022-03-20,Food & Drink,1338.89,Expense,-1338.89
2022-03-20,Utilities,816.78,Expense,-816.78
2022-03-22,Travel,1383.68,Expense,-1383.68
2022-03-23,Travel,741.41,Expense,-741.41
2022-03-23,Utilities,961.58,Expense,-961.58
2022-03-24,Health & Fitness,837.53,Expense,-837.53
2022-03-25,Salary,1517.13,Expense,-1517.13
2022-03-26,Entertainment,1526.1,Expense,-1526.1
2022-03-27,Rent,1055.76,Expense,-1055.76
2022-03-28,Health & Fitness,165.42,Expense,-165.42
2022-03-28,Food & Drink,1659.26,Expense,-1659.26
2022-03-28,Entertainment,1149.68,Expense,-1149.68
2022-03-28,Other,4762.0,Income,3466.7799999999997
2022-03-29,Entertainment,1436.67,Expense,-1436.67
2022-03-29,Salary,1619.3,Expense,-1619.3
2022-03-31,Shopping,919.03,Expense,-919.03
2022-03-31,Other,3024.0,Income,3024.0
2022-03-31,Shopping,516.37,Expense,-516.37
2022-04-01,Investment,1098.0,Income,1098.0
2022-04-01,Other,1022.0,Income,1022.0
2022-04-01,Food & Drink,1869.82,Expense,-1869.82
2022-04-01,Other,759.0,Income,759.0
2022-04-02,Utilities,1540.25,Expense,-1540.25
2022-04-02,Shopping,755.18,Expense,-755.18
2022-04-03,Salary,1740.54,Expense,-1740.54
2022-04-03,Shopping,169.7,Expense,-169.7
2022-04-04,Utilities,1310.53,Expense,-1310.53
2022-04-05,Utilities,1985.77,Expense,-1985.77
2022-04-08,Utilities,1458.44,Expense,-1458.44
2022-04-09,Food & Drink,1514.8,Expense,-1514.8
2022-04-09,Salary,1350.26,Expense,-1350.26
2022-04-10,Shopping,1648.49,Expense,-1648.49
2022-04-10,Health & Fitness,318.69,Expense,-318.69
2022-04-16,Investment,763.0,Income,763.0
2022-04-18,Shopping,1233.7,Expense,-1233.7
2022-04-18,Food & Drink,488.93,Expense,-488.93
2022-04-21,Investment,4157.0,Income,3466.7799999999997
2022-04-22,Food & Drink,497.02,Expense,-497.02
2022-04-22,Other,2419.0,Income,2419.0
2022-04-24,Food & Drink,288.87,Expense,-288.87
2022-04-24,Entertainment,1633.41,Expense,-1633.41
2022-04-29,Health & Fitness,1159.17,Expense,-1159.17
2022-04-30,Health & Fitness,481.44,Expense,-481.44
2022-05-02,Entertainment,832.98,Expense,-832.98
2022-05-02,Utilities,1255.73,Expense,-1255.73
2022-05-03,Salary,103.3,Expense,-103.3
2022-05-05,Shopping,1573.75,Expense,-1573.75
2022-05-05,Shopping,822.44,Expense,-822.44
2022-05-06,Utilities,1511.29,Expense,-1511.29
2022-05-07,Entertainment,608.47,Expense,-608.47
2022-05-07,Salary,1830.33,Expense,-1830.33
2022-05-07,Shopping,1119.0,Expense,-1119.0
2022-05-08,Investment,2588.0,Income,2588.0
2022-05-08,Rent,1845.23,Expense,-1845.23
2022-05-09,Rent,1075.91,Expense,-1075.91
2022-05-09,Food & Drink,544.24,Expense,-544.24
2022-05-11,Food & Drink,1748.5,Expense,-1748.5
2022-05-13,Investment,4427.0,Income,3466.7799999999997
2022-05-13,Health & Fitness,613.34,Expense,-613.34
2022-05-14,Entertainment,1874.95,Expense,-1874.95
2022-05-19,Rent,1496.29,Expense,-1496.29
2022-05-19,Entertainment,1394.3,Expense,-1394.3
2022-05-20,Shopping,1831.1,Expense,-1831.1
2022-05-20,Travel,767.52,Expense,-767.52
2022-05-22,Health & Fitness,623.76,Expense,-623.76
2022-05-23,Salary,937.35,Expense,-937.35
2022-05-24,Salary,1525.64,Expense,-1525.64
2022-05-24,Entertainment,747.7,Expense,-747.7
2022-05-25,Entertainment,1485.09,Expense,-1485.09
2022-05-27,Other,2918.0,Income,2918.0
2022-05-28,Other,2384.0,Income,2384.0
2022-05-29,Entertainment,1003.61,Expense,-1003.61
2022-05-29,Health & Fitness,522.08,Expense,-522.08
2022-05-30,Salary,927.05,Expense,-927.05
2022-05-30,Health & Fitness,346.84,Expense,-346.84
2022-05-31,Salary,376.26,Expense,-376.26
2022-06-01,Food & Drink,1052.65,Expense,-1052.65
2022-06-01,Rent,1890.92,Expense,-1890.92
2022-06-04,Food & Drink,830.66,Expense,-830.66
2022-06-04,Entertainment,145.26,Expense,-145.26
2022-06-06,Investment,4642.0,Income,3466.7799999999997
2022-06-07,Food & Drink,1239.49,Expense,-1239.49
2022-06-07,Salary,1321.98,Expense,-1321.98
2022-06-11,Other,597.0,Income,597.0
2022-06-11,Other,4888.0,Income,3466.7799999999997
2022-06-12,Food & Drink,1009.41,Expense,-1009.41
2022-06-12,Shopping,1614.27,Expense,-1614.27
2022-06-12,Rent,1836.92,Expense,-1836.92
2022-06-13,Entertainment,391.94,Expense,-391.94
2022-06-17,Health & Fitness,541.98,Expense,-541.98
2022-06-17,Health & Fitness,1919.0,Expense,-1919.0
2022-06-18,Entertainment,1980.56,Expense,-1980.56
2022-06-19,Rent,1310.93,Expense,-1310.93
2022-06-20,Food & Drink,196.07,Expense,-196.07
2022-06-21,Salary,121.67,Expense,-121.67
2022-06-21,Investment,1177.0,Income,1177.0
2022-06-23,Shopping,1293.37,Expense,-1293.37
2022-06-23,Rent,1790.63,Expense,-1790.63
2022-06-25,Entertainment,430.72,Expense,-430.72
2022-06-25,Salary,549.48,Expense,-549.48
2022-06-26,Travel,1799.63,Expense,-1799.63
2022-06-26,Food & Drink,366.92,Expense,-366.92
2022-06-30,Food & Drink,1923.32,Expense,-1923.32
2022-07-01,Shopping,1858.46,Expense,-1858.46
2022-07-02,Entertainment,1137.72,Expense,-1137.72
2022-07-04,Health & Fitness,773.85,Expense,-773.85
2022-07-04,Rent,1006.58,Expense,-1006.58
2022-07-04,Food & Drink,204.39,Expense,-204.39
2022-07-05,Rent,687.78,Expense,-687.78
2022-07-06,Shopping,1938.15,Expense,-1938.15
2022-07-13,Travel,1569.26,Expense,-1569.26
2022-07-17,Entertainment,718.06,Expense,-718.06
2022-07-17,Shopping,379.62,Expense,-379.62
2022-07-17,Shopping,180.53,Expense,-180.53
2022-07-18,Entertainment,1429.09,Expense,-1429.09
2022-07-18,Investment,3612.0,Income,3466.7799999999997
2022-07-19,Utilities,1481.91,Expense,-1481.91
2022-07-20,Rent,192.13,Expense,-192.13
2022-07-22,Salary,726.24,Expense,-726.24
2022-07-25,Utilities,183.72,Expense,-183.72
2022-07-27,Shopping,215.55,Expense,-215.55
2022-07-27,Investment,3157.0,Income,3157.0
2022-07-27,Food & Drink,590.78,Expense,-590.78
2022-07-27,Rent,1452.44,Expense,-1452.44
2022-07-28,Entertainment,1148.2,Expense,-1148.2
2022-07-28,Other,1888.0,Income,1888.0
2022-07-29,Other,2698.0,Income,2698.0
2022-07-30,Rent,342.74,Expense,-342.74
2022-07-31,Travel,973.62,Expense,-973.62
2022-08-02,Other,2520.0,Income,2520.0
2022-08-02,Salary,1191.67,Expense,-1191.67
2022-08-03,Investment,1609.0,Income,1609.0
2022-08-04,Shopping,671.11,Expense,-671.11
2022-08-06,Health & Fitness,886.04,Expense,-886.04
2022-08-07,Utilities,607.87,Expense,-607.87
2022-08-12,Entertainment,963.23,Expense,-963.23
2022-08-13,Other,3114.0,Income,3114.0
2022-08-15,Salary,1935.85,Expense,-1935.85
2022-08-15,Health & Fitness,758.35,Expense,-758.35
2022-08-16,Shopping,736.38,Expense,-736.38
2022-08-16,Entertainment,1188.53,Expense,-1188.53
2022-08-17,Food & Drink,1906.48,Expense,-1906.48
2022-08-18,Entertainment,882.53,Expense,-882.53
2022-08-19,Rent,1639.74,Expense,-1639.74
2022-08-21,Shopping,1349.23,Expense,-1349.23
2022-08-21,Other,2482.0,Income,2482.0
2022-08-22,Utilities,1433.32,Expense,-1433.32
2022-08-22,Rent,903.64,Expense,-903.64
2022-08-23,Shopping,1073.39,Expense,-1073.39
2022-08-24,Shopping,1091.85,Expense,-1091.85
2022-08-26,Health & Fitness,1406.25,Expense,-1406.25
2022-08-26,Rent,227.65,Expense,-227.65
2022-08-28,Health & Fitness,341.01,Expense,-341.01
2022-08-29,Shopping,1933.95,Expense,-1933.95
2022-08-30,Shopping,220.83,Expense,-220.83
2022-08-31,Investment,4683.0,Income,3466.7799999999997
2022-08-31,Entertainment,897.1,Expense,-897.1
2022-09-01,Utilities,696.49,Expense,-696.49
2022-09-02,Investment,2920.0,Income,2920.0
2022-09-03,Rent,240.98,Expense,-240.98
2022-09-03,Utilities,703.17,Expense,-703.17
2022-09-03,Entertainment,1047.02,Expense,-1047.02
2022-09-04,Rent,881.95,Expense,-881.95
2022-09-04,Health & Fitness,143.68,Expense,-143.68
2022-09-05,Investment,685.0,Income,685.0
2022-09-06,Rent,1357.51,Expense,-1357.51
2022-09-07,Investment,4727.0,Income,3466.7799999999997
2022-09-08,Investment,3211.0,Income,3211.0
2022-09-10,Salary,471.39,Expense,-471.39
2022-09-11,Utilities,380.91,Expense,-380.91
2022-09-11,Shopping,68.09,Expense,-68.09
2022-09-12,Entertainment,904.65,Expense,-904.65
2022-09-14,Food & Drink,1412.42,Expense,-1412.42
2022-09-15,Rent,1158.92,Expense,-1158.92
2022-09-15,Utilities,737.93,Expense,-737.93
2022-09-17,Investment,2649.0,Income,2649.0
2022-09-18,Salary,1060.15,Expense,-1060.15
2022-09-19,Shopping,1226.5,Expense,-1226.5
2022-09-19,Health & Fitness,710.45,Expense,-710.45
2022-09-21,Utilities,1629.34,Expense,-1629.34
2022-09-23,Travel,1838.18,Expense,-1838.18
2022-09-26,Utilities,633.24,Expense,-633.24
2022-09-26,Rent,374.26,Expense,-374.26
2022-09-28,Shopping,842.3,Expense,-842.3
2022-09-29,Other,3965.0,Income,3466.7799999999997
2022-09-29,Investment,1866.0,Income,1866.0
2022-09-30,Utilities,382.33,Expense,-382.33
2022-10-01,Food & Drink,1732.39,Expense,-1732.39
2022-10-02,Salary,281.7,Expense,-281.7
2022-10-03,Salary,824.18,Expense,-824.18
2022-10-04,Salary,982.51,Expense,-982.51
2022-10-04,Investment,2306.0,Income,2306.0
2022-10-05,Travel,457.44,Expense,-457.44
2022-10-08,Salary,1135.64,Expense,-1135.64
2022-10-10,Salary,1103.96,Expense,-1103.96
2022-10-12,Investment,2694.0,Income,2694.0
2022-10-12,Health & Fitness,1088.67,Expense,-1088.67
2022-10-13,Salary,1097.24,Expense,-1097.24
2022-10-19,Rent,1474.62,Expense,-1474.62
2022-10-19,Entertainment,602.44,Expense,-602.44
2022-10-20,Salary,533.0,Expense,-533.0
2022-10-21,Rent,883.75,Expense,-883.75
2022-10-22,Entertainment,427.66,Expense,-427.66
2022-10-23,Health & Fitness,1723.49,Expense,-1723.49
2022-10-25,Shopping,340.3,Expense,-340.3
2022-10-28,Investment,2195.0,Income,2195.0
2022-10-30,Health & Fitness,1069.24,Expense,-1069.24
2022-10-31,Utilities,654.07,Expense,-654.07
2022-11-03,Travel,1149.74,Expense,-1149.74
2022-11-04,Rent,279.82,Expense,-279.82
2022-11-05,Shopping,1838.35,Expense,-1838.35
2022-11-07,Utilities,1405.84,Expense,-1405.84
2022-11-07,Investment,3138.0,Income,3138.0
2022-11-09,Shopping,984.02,Expense,-984.02
2022-11-10,Travel,1259.35,Expense,-1259.35
2022-11-13,Rent,1270.92,Expense,-1270.92
2022-11-14,Rent,811.67,Expense,-811.67
2022-11-14,Health & Fitness,914.84,Expense,-914.84
2022-11-15,Food & Drink,1739.13,Expense,-1739.13
2022-11-17,Rent,1464.55,Expense,-1464.55
2022-11-17,Health & Fitness,1701.71,Expense,-1701.71
2022-11-18,Shopping,443.48,Expense,-443.48
2022-11-19,Entertainment,994.48,Expense,-994.48
2022-11-21,Travel,682.13,Expense,-682.13
2022-11-22,Salary,1578.72,Expense,-1578.72
2022-11-26,Food & Drink,101.43,Expense,-101.43
2022-11-26,Salary,42.4,Expense,-42.4
2022-11-28,Utilities,888.16,Expense,-888.16
2022-11-28,Other,2157.0,Income,2157.0
2022-12-01,Utilities,1765.47,Expense,-1765.47
2022-12-03,Travel,195.75,Expense,-195.75
2022-12-04,Rent,749.97,Expense,-749.97
2022-12-05,Utilities,113.06,Expense,-113.06
2022-12-05,Entertainment,864.17,Expense,-864.17
2022-12-07,Investment,508.0,Income,508.0
2022-12-12,Rent,274.07,Expense,-274.07
2022-12-13,Salary,28.48,Expense,-28.48
2022-12-15,Rent,1976.43,Expense,-1976.43
2022-12-16,Utilities,960.62,Expense,-960.62
2022-12-18,Rent,1464.22,Expense,-1464.22
2022-12-22,Other,3511.0,Income,3466.7799999999997
2022-12-28,Utilities,771.61,Expense,-771.61
2022-12-30,Utilities,1286.74,Expense,-1286.74
2022-12-31,Rent,1065.71,Expense,-1065.71
2023-01-03,Investment,4105.0,Income,3466.7799999999997
2023-01-04,Entertainment,1259.88,Expense,-1259.88
2023-01-04,Other,4124.0,Income,3466.7799999999997
2023-01-06,Rent,1794.22,Expense,-1794.22
2023-01-09,Investment,3645.0,Income,3466.7799999999997
2023-01-10,Shopping,635.86,Expense,-635.86
2023-01-11,Other,1190.0,Income,1190.0
2023-01-13,Travel,1560.15,Expense,-1560.15
2023-01-15,Travel,418.84,Expense,-418.84
2023-01-16,Entertainment,1498.21,Expense,-1498.21
2023-01-17,Food & Drink,1569.77,Expense,-1569.77
2023-01-18,Entertainment,994.83,Expense,-994.83
2023-01-19,Other,1081.0,Income,1081.0
2023-01-19,Food & Drink,1973.9,Expense,-1973.9
2023-01-19,Utilities,779.81,Expense,-779.81
2023-01-19,Shopping,737.17,Expense,-737.17
2023-01-19,Salary,1909.36,Expense,-1909.36
2023-01-20,Food & Drink,1178.85,Expense,-1178.85
2023-01-21,Investment,826.0,Income,826.0
2023-01-21,Shopping,1018.16,Expense,-1018.16
2023-01-22,Shopping,852.91,Expense,-852.91
2023-01-23,Utilities,562.16,Expense,-562.16
2023-01-23,Entertainment,1948.88,Expense,-1948.88
2023-01-23,Other,3700.0,Income,3466.7799999999997
2023-01-24,Rent,627.24,Expense,-627.24
2023-01-24,Entertainment,125.23,Expense,-125.23
2023-01-24,Other,1450.0,Income,1450.0
2023-01-24,Food & Drink,625.49,Expense,-625.49
2023-01-24,Utilities,247.69,Expense,-247.69
2023-01-24,Food & Drink,336.03,Expense,-336.03
2023-01-25,Travel,342.26,Expense,-342.26
2023-01-26,Other,1467.0,Income,1467.0
2023-01-27,Food & Drink,676.67,Expense,-676.67
2023-01-27,Rent,533.27,Expense,-533.27
2023-01-28,Rent,997.33,Expense,-997.33
2023-01-29,Food & Drink,1004.22,Expense,-1004.22
2023-01-29,Health & Fitness,323.05,Expense,-323.05
2023-01-30,Rent,464.52,Expense,-464.52
2023-01-31,Food & Drink,1718.79,Expense,-1718.79
2023-01-31,Investment,4364.0,Income,3466.7799999999997
2023-02-01,Utilities,366.13,Expense,-366.13
2023-02-02,Food & Drink,1110.2,Expense,-1110.2
2023-02-03,Shopping,456.79,Expense,-456.79
2023-02-06,Health & Fitness,549.8,Expense,-549.8
2023-02-07,Other,1478.0,Income,1478.0
2023-02-07,Food & Drink,366.9,Expense,-366.9
2023-02-08,Food & Drink,1908.62,Expense,-1908.62
2023-02-08,Other,2812.0,Income,2812.0
2023-02-09,Travel,661.33,Expense,-661.33
2023-02-12,Food & Drink,744.15,Expense,-744.15
2023-02-13,Travel,1481.76,Expense,-1481.76
2023-02-15,Health & Fitness,1187.46,Expense,-1187.46
2023-02-16,Entertainment,1467.6,Expense,-1467.6
2023-02-18,Entertainment,309.63,Expense,-309.63
2023-02-20,Food & Drink,473.67,Expense,-473.67
2023-02-20,Food & Drink,1902.47,Expense,-1902.47
2023-02-22,Other,3019.0,Income,3019.0
2023-02-22,Investment,3939.0,Income,3466.7799999999997
2023-02-24,Food & Drink,1945.39,Expense,-1945.39
2023-02-26,Other,1262.0,Income,1262.0
2023-02-26,Investment,4757.0,Income,3466.7799999999997
2023-02-26,Health & Fitness,922.33,Expense,-922.33
2023-02-28,Rent,1015.8,Expense,-1015.8
2023-03-03,Shopping,158.91,Expense,-158.91
2023-03-03,Shopping,1328.26,Expense,-1328.26
2023-03-05,Other,2638.0,Income,2638.0
2023-03-05,Shopping,1404.44,Expense,-1404.44
2023-03-05,Health & Fitness,910.99,Expense,-910.99
2023-03-07,Entertainment,280.86,Expense,-280.86
2023-03-08,Rent,319.27,Expense,-319.27
2023-03-08,Other,3072.0,Income,3072.0
2023-03-08,Health & Fitness,1929.62,Expense,-1929.62
2023-03-08,Travel,932.06,Expense,-932.06
2023-03-10,Rent,323.65,Expense,-323.65
2023-03-10,Food & Drink,437.89,Expense,-437.89
2023-03-12,Utilities,191.51,Expense,-191.51
2023-03-13,Health & Fitness,798.53,Expense,-798.53
2023-03-13,Other,2631.0,Income,2631.0
2023-03-13,Utilities,71.85,Expense,-71.85
2023-03-15,Salary,1116.35,Expense,-1116.35
2023-03-15,Rent,929.47,Expense,-929.47
2023-03-16,Utilities,251.69,Expense,-251.69
2023-03-16,Investment,1570.0,Income,1570.0
2023-03-18,Other,3549.0,Income,3466.7799999999997
2023-03-18,Rent,1168.82,Expense,-1168.82
2023-03-21,Rent,53.38,Expense,-53.38
2023-03-22,Other,1555.0,Income,1555.0
2023-03-23,Other,1503.0,Income,1503.0
2023-03-23,Other,914.0,Income,914.0
2023-03-23,Other,3735.0,Income,3466.7799999999997
2023-03-24,Shopping,1369.59,Expense,-1369.59
2023-03-27,Investment,2033.0,Income,2033.0
2023-03-29,Salary,1768.01,Expense,-1768.01
2023-03-30,Investment,2917.0,Income,2917.0
2023-03-31,Salary,131.35,Expense,-131.35
2023-03-31,Utilities,844.28,Expense,-844.28
2023-04-01,Entertainment,1265.2,Expense,-1265.2
2023-04-01,Food & Drink,1978.91,Expense,-1978.91
2023-04-04,Health & Fitness,964.57,Expense,-964.57
2023-04-07,Health & Fitness,1826.23,Expense,-1826.23
2023-04-08,Shopping,548.17,Expense,-548.17
2023-04-09,Investment,740.0,Income,740.0
2023-04-10,Travel,126.6,Expense,-126.6
2023-04-10,Health & Fitness,1536.02,Expense,-1536.02
2023-04-13,Utilities,209.27,Expense,-209.27
2023-04-15,Travel,1072.04,Expense,-1072.04
2023-04-16,Food & Drink,1530.46,Expense,-1530.46
2023-04-20,Shopping,716.06,Expense,-716.06
2023-04-20,Utilities,360.44,Expense,-360.44
2023-04-21,Health & Fitness,1828.82,Expense,-1828.82
2023-04-22,Other,1664.0,Income,1664.0
2023-04-22,Entertainment,1675.03,Expense,-1675.03
2023-04-23,Salary,1088.83,Expense,-1088.83
2023-04-24,Investment,1239.0,Income,1239.0
2023-04-25,Investment,663.0,Income,663.0
2023-05-02,Food & Drink,670.15,Expense,-670.15
2023-05-02,Utilities,688.11,Expense,-688.11
2023-05-03,Other,987.0,Income,987.0
2023-05-05,Investment,1408.0,Income,1408.0
2023-05-05,Health & Fitness,1921.51,Expense,-1921.51
2023-05-05,Shopping,1176.17,Expense,-1176.17
2023-05-07,Health & Fitness,281.54,Expense,-281.54
2023-05-12,Other,4491.0,Income,3466.7799999999997
2023-05-14,Utilities,1417.29,Expense,-1417.29
2023-05-14,Health & Fitness,454.24,Expense,-454.24
2023-05-14,Utilities,762.98,Expense,-762.98
2023-05-15,Travel,263.42,Expense,-263.42
2023-05-15,Shopping,1703.01,Expense,-1703.01
2023-05-16,Food & Drink,372.34,Expense,-372.34
2023-05-17,Entertainment,1282.9,Expense,-1282.9
2023-05-18,Other,1652.0,Income,1652.0
2023-05-19,Rent,483.61,Expense,-483.61
2023-05-20,Utilities,1276.01,Expense,-1276.01
2023-05-20,Health & Fitness,898.79,Expense,-898.79
2023-05-20,Entertainment,1389.42,Expense,-1389.42
2023-05-22,Rent,1443.62,Expense,-1443.62
2023-05-22,Other,3937.0,Income,3466.7799999999997
2023-05-22,Shopping,991.23,Expense,-991.23
2023-05-25,Shopping,211.84,Expense,-211.84
2023-05-28,Entertainment,333.69,Expense,-333.69
2023-05-29,Investment,2915.0,Income,2915.0
2023-05-29,Other,1357.0,Income,1357.0
2023-05-30,Investment,3575.0,Income,3466.7799999999997
2023-06-02,Investment,4981.0,Income,3466.7799999999997
2023-06-03,Rent,682.52,Expense,-682.52
2023-06-04,Salary,1411.96,Expense,-1411.96
2023-06-05,Utilities,1218.56,Expense,-1218.56
2023-06-08,Food & Drink,211.5,Expense,-211.5
2023-06-08,Entertainment,824.47,Expense,-824.47
2023-06-09,Travel,1324.59,Expense,-1324.59
2023-06-09,Rent,108.77,Expense,-108.77
2023-06-10,Salary,315.64,Expense,-315.64
2023-06-10,Shopping,184.38,Expense,-184.38
2023-06-13,Salary,407.35,Expense,-407.35
2023-06-15,Investment,2890.0,Income,2890.0
2023-06-16,Salary,1689.1,Expense,-1689.1
2023-06-16,Shopping,947.18,Expense,-947.18
2023-06-17,Travel,191.36,Expense,-191.36
2023-06-17,Utilities,748.33,Expense,-748.33
2023-06-19,Utilities,897.09,Expense,-897.09
2023-06-21,Salary,534.17,Expense,-534.17
2023-06-22,Food & Drink,310.75,Expense,-310.75
2023-06-22,Rent,180.56,Expense,-180.56
2023-06-23,Shopping,1941.7,Expense,-1941.7
2023-06-25,Food & Drink,1683.19,Expense,-1683.19
2023-06-25,Shopping,1931.6,Expense,-1931.6
2023-06-25,Salary,1149.7,Expense,-1149.7
2023-06-26,Travel,167.12,Expense,-167.12
2023-06-30,Food & Drink,1009.18,Expense,-1009.18
2023-07-01,Utilities,249.36,Expense,-249.36
2023-07-02,Utilities,1898.63,Expense,-1898.63
2023-07-05,Investment,2078.0,Income,2078.0
2023-07-05,Other,1141.0,Income,1141.0
2023-07-06,Shopping,411.82,Expense,-411.82
2023-07-07,Utilities,1669.88,Expense,-1669.88
2023-07-07,Rent,183.18,Expense,-183.18
2023-07-10,Health & Fitness,1714.68,Expense,-1714.68
2023-07-10,Food & Drink,1575.24,Expense,-1575.24
2023-07-10,Shopping,233.91,Expense,-233.91
2023-07-10,Investment,1365.0,Income,1365.0
2023-07-11,Rent,1573.63,Expense,-1573.63
2023-07-13,Health & Fitness,1757.01,Expense,-1757.01
2023-07-15,Salary,1148.33,Expense,-1148.33
2023-07-15,Utilities,558.07,Expense,-558.07
2023-07-15,Other,817.0,Income,817.0
2023-07-15,Health & Fitness,1384.12,Expense,-1384.12
2023-07-15,Other,2700.0,Income,2700.0
2023-07-16,Food & Drink,682.35,Expense,-682.35
2023-07-17,Travel,567.89,Expense,-567.89
2023-07-18,Rent,1945.27,Expense,-1945.27
2023-07-19,Travel,1948.7,Expense,-1948.7
2023-07-19,Health & Fitness,546.15,Expense,-546.15
2023-07-20,Rent,383.99,Expense,-383.99
2023-07-21,Shopping,1484.48,Expense,-1484.48
2023-07-23,Health & Fitness,1643.82,Expense,-1643.82
2023-07-25,Utilities,140.58,Expense,-140.58
2023-07-26,Shopping,279.94,Expense,-279.94
2023-07-27,Food & Drink,355.74,Expense,-355.74
2023-07-27,Entertainment,1675.58,Expense,-1675.58
2023-07-30,Salary,110.61,Expense,-110.61
2023-08-01,Entertainment,555.22,Expense,-555.22
2023-08-04,Shopping,1274.47,Expense,-1274.47
